id,datetime,latitude,longitude,magnitude,location,location-broad
10380,16/07/2022 04:07,17.9585,-66.94916667,8,Puerto Rico,Central America
10381,16/07/2022 05:31,51.5658,-175.6981,30,Alaska,North America
10382,16/07/2022 05:44,17.688,-66.9375,13,Puerto Rico,Central America
10383,16/07/2022 06:05,19.1685009,-155.4741669,7,Hawaii,North America
10384,16/07/2022 06:32,42.6868,-65.6233,11,Canada,North America
10385,16/07/2022 06:38,38.5388333,-119.5075,7,California,North America
10386,16/07/2022 06:45,60.8433,-149.8142,32,Alaska,North America
10387,16/07/2022 06:59,44.2727,-114.9072,8,Idaho,North America
10388,16/07/2022 07:03,44.287,-114.8383333,6,Idaho,North America
10389,16/07/2022 07:10,39.7702,75.4119,38,China,Asia
10390,16/07/2022 07:16,19.19650078,-155.5063324,6,Hawaii,North America
10391,16/07/2022 07:38,19.11733246,-155.4321594,10,Hawaii,North America
10392,16/07/2022 07:39,45.8803333,-111.456,6,Montana,North America
10393,16/07/2022 07:42,19.1125,-155.4243333,6,Hawaii,North America
10394,16/07/2022 07:50,-12.0595,165.4281,64,Solomon Islands,Oceania
10395,16/07/2022 07:56,54.0899,-162.8986,15,Alaska,North America
10396,16/07/2022 08:18,-10.3434,-78.3909,45,Peru,South America
10397,16/07/2022 08:54,38.6993,-116.0634,6,Nevada,North America
10398,16/07/2022 08:57,17.94583333,-67.1135,11,Puerto Rico,Central America
10399,16/07/2022 09:13,17.95333333,-66.92833333,9,Puerto Rico,Central America
10400,16/07/2022 09:22,17.1336,147.4473,47,Northern Mariana Islands,Oceania
10401,16/07/2022 09:32,17.98666667,-66.88533333,8,Puerto Rico,Central America
10402,16/07/2022 09:35,36.8713333,-90.4768333,9,Missouri,North America
10403,16/07/2022 10:06,17.92366667,-66.79983333,9,Puerto Rico,Central America
10404,16/07/2022 10:27,31.71555953,-104.0005048,7,Texas,North America
10405,16/07/2022 11:16,19.18133354,-155.4880066,7,Hawaii,North America
10406,16/07/2022 11:27,34.4933,69.7088,50,Afghanistan,Middle East
10407,16/07/2022 11:30,-30.8056,-71.824,36,Chile,South America
10408,16/07/2022 11:32,17.9625,-67.01583333,7,Puerto Rico,Central America
10409,16/07/2022 12:55,19.22050095,-155.4023285,9,Hawaii,North America
10410,16/07/2022 13:45,31.7167349,-103.9927012,6,Texas,North America
10411,16/07/2022 13:57,38.6357,-116.1652,7,Nevada,North America
10412,16/07/2022 14:13,-20.5901,169.5533,42,Vanuatu,Oceania
10413,16/07/2022 14:33,19.14800072,-155.4738312,7,Hawaii,North America
10414,16/07/2022 14:38,35.9808333,-89.9085,6,Arkansas,North America
10415,16/07/2022 14:41,19.20199966,-155.4188385,6,Hawaii,North America
10416,16/07/2022 14:56,44.2866667,-114.8358333,32,Idaho,North America
10417,16/07/2022 15:00,13.6876,144.0731,53,Guam,Oceania
10418,16/07/2022 15:05,-8.0051,107.843,42,Indonesia,Asia
10419,16/07/2022 16:16,37.5468333,-118.8498333,6,California,North America
10420,16/07/2022 16:27,63.1142,-150.4736,32,Alaska,North America
10421,16/07/2022 17:03,31.65887722,-104.3654279,21,New Mexico,North America
10422,16/07/2022 17:31,35.99316667,-96.794,7,Oklahoma,North America
10423,16/07/2022 18:04,31.61450557,-104.1060083,9,Texas,North America
10424,16/07/2022 18:12,24.1778,94.4872,40,Myanmar,Asia
10425,16/07/2022 19:27,26.5862,54.2553,34,Iran,Middle East
10426,16/07/2022 19:32,38.6869,-116.0568,7,Nevada,North America
10427,16/07/2022 19:58,33.231,-116.106,15,California,North America
10428,16/07/2022 20:13,61.4939,-150.592,6,Alaska,North America
10429,16/07/2022 20:44,36.4826,31.0733,36,Turkey,Europe
10430,16/07/2022 21:36,31.73789295,-104.1091559,10,Texas,North America
10431,16/07/2022 21:40,14.1041,120.738,36,Philippines,Asia
10432,16/07/2022 21:46,31.73788147,-104.1118492,8,Texas,North America
10433,16/07/2022 21:47,10.3195,125.8388,36,Philippines,Asia
10434,16/07/2022 21:50,63.4792,-148.9802,10,Alaska,North America
10435,16/07/2022 22:00,10.4506,126.1004,36,Philippines,Asia
10436,16/07/2022 22:33,-37.4513,-72.151,38,Chile,South America
10437,16/07/2022 22:46,10.5758,126.4418,34,Philippines,Asia
10438,16/07/2022 22:57,51.3832,178.1068,32,Alaska,North America
10439,16/07/2022 23:20,37.5806667,-118.868,8,California,North America
10440,16/07/2022 23:21,32.40509033,-101.5790539,8,Texas,North America
10441,16/07/2022 23:25,-21.3875,-68.9789,34,Chile,South America
10442,16/07/2022 23:34,19.15516667,-155.3645,13,Hawaii,North America
10443,16/07/2022 23:36,33.6117,141.9585,36,Japan,Asia
10444,16/07/2022 23:45,33.5952,141.8296,40,Japan,Asia
10445,16/07/2022 23:46,26.8211,126.3933,36,Japan,Asia
10446,17/07/2022 00:11,15.002,-60.5687,42,Martinique,Central America
10447,17/07/2022 00:32,36.0943333,-117.6865,9,California,North America
10448,17/07/2022 00:37,19.22699928,-155.4203339,7,Hawaii,North America
10449,17/07/2022 00:43,19.0408,-67.9913,9,Dominican Republic,Central America
10450,17/07/2022 00:43,35.1644,25.3086,34,Greece,Europe
10451,17/07/2022 00:43,18.9013,-67.9946,14,Dominican Republic,Central America
10452,17/07/2022 00:53,-1.6236,-78.2034,42,Ecuador,South America
10453,17/07/2022 00:55,31.73831093,-104.1188548,32,Texas,North America
10454,17/07/2022 00:59,17.90383333,-66.95283333,6,Puerto Rico,Central America
10455,17/07/2022 01:05,13.1964,-89.2762,36,El Salvador,Central America
10456,17/07/2022 01:26,38.5778333,-119.4486667,8,California,North America
10457,17/07/2022 02:07,10.2781,125.9441,34,Philippines,Asia
10458,17/07/2022 02:09,31.71402072,-104.3290137,8,New Mexico,North America
10459,17/07/2022 02:31,33.1435,-116.4178333,8,California,North America
10460,17/07/2022 02:37,-20.1384,-177.6392,34,Tonga,Oceania
10461,17/07/2022 03:50,30.1126,57.62,34,Iran,Middle East
10462,17/07/2022 03:53,61.6544,-154.1107,7,Alaska,North America
10463,17/07/2022 04:04,8.6324,126.2252,47,Philippines,Asia
10464,17/07/2022 04:05,8.6448,126.4131,42,Philippines,Asia
10465,17/07/2022 04:10,17.89883333,-66.86533333,7,Puerto Rico,Central America
10466,17/07/2022 04:44,17.9565,-66.93066667,5,Puerto Rico,Central America
10467,17/07/2022 04:56,65.8601,-165.2911,13,Alaska,North America
10468,17/07/2022 05:33,19.16333389,-155.4638367,7,Hawaii,North America
10469,17/07/2022 05:46,36.4465,-121.0008333,8,California,North America
10470,17/07/2022 05:53,17.96866667,-66.9675,8,Puerto Rico,Central America
10471,17/07/2022 06:01,19.17766762,-155.4929962,10,Hawaii,North America
10472,17/07/2022 06:09,19.29649925,-155.4674988,8,Hawaii,North America
10473,17/07/2022 06:21,39.2258,20.8842,36,Greece,Europe
10474,17/07/2022 06:23,33.4225,-118.0136667,11,California,North America
10475,17/07/2022 06:30,32.69348145,-100.6090415,15,Texas,North America
10476,17/07/2022 07:55,19.20533371,-155.4700012,9,Hawaii,North America
10477,17/07/2022 08:08,38.6843,-116.0968,32,Nevada,North America
10478,17/07/2022 08:13,17.9595,-66.85466667,6,Puerto Rico,Central America
10479,17/07/2022 08:19,38.8165,-122.8221667,19,California,North America
10480,17/07/2022 09:13,-9.2537,110.8097,58,Indonesia,Asia
10481,17/07/2022 09:19,-26.9945,26.7715,50,South Africa,Africa
10482,17/07/2022 09:28,44.2841667,-114.823,8,Idaho,North America
10483,17/07/2022 09:47,57.6574,-154.854,7,Alaska,North America
10484,17/07/2022 10:13,19.23883247,-155.3828278,10,Hawaii,North America
10485,17/07/2022 10:40,12.3137,120.7393,40,Philippines,Asia
10486,17/07/2022 10:41,33.4196667,-118.009,23,California,North America
10487,17/07/2022 11:05,18.85416667,-155.203,9,Hawaii,North America
10488,17/07/2022 11:34,35.487,-118.2855,22,California,North America
10489,17/07/2022 11:40,18.8595,-155.2118333,7,Hawaii,North America
10490,17/07/2022 11:47,18.81783333,-155.201,9,Hawaii,North America
10491,17/07/2022 11:55,55.9772,-154.9226,18,Alaska,North America
10492,17/07/2022 11:55,39.2566,27.7308,34,Turkey,Europe
10493,17/07/2022 11:55,57.3247,-155.599,8,Alaska,North America
10494,17/07/2022 12:07,19.18533333,-155.4715,16,Hawaii,North America
10495,17/07/2022 12:13,38.1718,-117.8823,8,Nevada,North America
10496,17/07/2022 12:14,18.81433333,-155.2091667,14,Hawaii,North America
10497,17/07/2022 12:18,17.89316667,-66.92716667,10,Puerto Rico,Central America
10498,17/07/2022 12:20,-5.3504,103.1414,42,Indonesia,Asia
10499,17/07/2022 12:27,18.77283333,-155.2616667,12,Hawaii,North America
10500,17/07/2022 12:31,18.89316667,-155.2625,11,Hawaii,North America
10501,17/07/2022 12:43,18.68533333,-155.2413333,13,Hawaii,North America
10502,17/07/2022 12:45,31.66920131,-104.3305278,32,New Mexico,North America
10503,17/07/2022 12:51,40.0085,-98.1612,26,Nebraska,North America
10504,17/07/2022 12:53,64.7913,-149.0346,32,Alaska,North America
10505,17/07/2022 12:58,-0.0306,123.0885,61,Indonesia,Asia
10506,17/07/2022 13:05,18.70983333,-155.2285,7,Hawaii,North America
10507,17/07/2022 14:05,17.984,-66.84083333,7,Puerto Rico,Central America
10508,17/07/2022 15:00,18.773,-155.2641667,9,Hawaii,North America
10509,17/07/2022 15:10,19.25216675,-155.3811646,7,Hawaii,North America
10510,17/07/2022 15:34,38.5718333,-119.4525,9,California,North America
10511,17/07/2022 15:35,-2.9991,139.1147,32,Indonesia,Asia
10512,17/07/2022 15:40,18.821,-155.2161667,9,Hawaii,North America
10513,17/07/2022 15:44,35.5126667,-118.3865,28,California,North America
10514,17/07/2022 15:58,11.5896,142.0554,47,Micronesia,Oceania
10515,17/07/2022 16:01,16.9282,147.1686,42,Northern Mariana Islands,Oceania
10516,17/07/2022 16:04,16.9091,147.7466,38,Northern Mariana Islands,Oceania
10517,17/07/2022 16:15,33.1012,141.9984,45,Japan,Asia
10518,17/07/2022 16:16,19.22083282,-155.3773346,32,Hawaii,North America
10519,17/07/2022 16:17,18.80783333,-155.1725,9,Hawaii,North America
10520,17/07/2022 16:23,18.7485,-155.258,7,Hawaii,North America
10521,17/07/2022 16:41,56.5179,-156.4649,18,Alaska,North America
10522,17/07/2022 16:51,31.61200039,-104.5320634,8,New Mexico,North America
10523,17/07/2022 17:06,68.7698,-145.659,14,Alaska,North America
10524,17/07/2022 17:25,38.0245,-118.6643333,6,Nevada,North America
10525,17/07/2022 17:27,47.5903,-69.8994,32,Canada,North America
10526,17/07/2022 17:51,-17.9614,-178.4593,34,Fiji,Oceania
10527,17/07/2022 18:18,33.272,-115.983,22,California,North America
10528,17/07/2022 18:34,18.8065,-155.2771667,6,Hawaii,North America
10529,17/07/2022 18:53,17.997,-66.88683333,9,Puerto Rico,Central America
10530,17/07/2022 19:00,32.9126667,-116.248,9,California,North America
10531,17/07/2022 19:07,18.00683333,-66.89133333,6,Puerto Rico,Central America
10532,17/07/2022 19:21,38.6341,-116.1775,8,Nevada,North America
10533,17/07/2022 19:43,40.183,83.2782,53,China,Asia
10534,17/07/2022 19:44,-8.1758,123.0035,38,Indonesia,Asia
10535,17/07/2022 21:08,49.37416667,-120.5138333,71,Canada,North America
10536,17/07/2022 21:24,31.62443678,-104.5284266,8,New Mexico,North America
10537,17/07/2022 21:58,17.9815,-66.98416667,7,Puerto Rico,Central America
10538,17/07/2022 22:03,-45.0723,169.2384,14,New Zealand,Oceania
10539,17/07/2022 22:52,17.96483333,-67.0765,9,Puerto Rico,Central America
10540,17/07/2022 23:16,-6.9081,123.8861,38,Timor Leste,Oceania
10541,17/07/2022 23:24,31.71891405,-104.2773501,7,New Mexico,North America
10542,17/07/2022 23:56,17.9045,-66.8435,7,Puerto Rico,Central America
10543,18/07/2022 01:28,52.4579,178.1222,10,Alaska,North America
10544,18/07/2022 01:28,17.833,-66.36166667,19,Puerto Rico,Central America
10545,18/07/2022 01:46,-6.1296,123.0893,36,Indonesia,Asia
10546,18/07/2022 02:02,-5.4198,146.9933,42,Papua New Guinea,Oceania
10547,18/07/2022 02:24,28.70635986,-98.9431296,7,Texas,North America
10548,18/07/2022 02:24,17.8425,-66.36266667,14,Puerto Rico,Central America
10549,18/07/2022 02:54,-5.0135,129.6461,50,Indonesia,Asia
10550,18/07/2022 02:59,17.9615,-66.74416667,9,Puerto Rico,Central America
10551,18/07/2022 03:41,35.99216667,-96.796,9,Oklahoma,North America
10552,18/07/2022 04:16,19.16650009,-155.4601593,10,Hawaii,North America
10553,18/07/2022 04:29,17.96633333,-66.98,8,Puerto Rico,Central America
10554,18/07/2022 04:56,18.79233333,-155.2561667,9,Hawaii,North America
10555,18/07/2022 05:00,18.76133333,-155.2298333,15,Hawaii,North America
10556,18/07/2022 05:36,17.845,-66.366,7,Puerto Rico,Central America
10557,18/07/2022 07:03,-5.3089,102.6686,40,Indonesia,Asia
10558,18/07/2022 07:09,17.89466667,-66.5875,6,Puerto Rico,Central America
10559,18/07/2022 07:47,17.92966667,-66.91333333,6,Puerto Rico,Central America
10560,18/07/2022 07:58,18.0465,-67.9495,27,Dominican Republic,Central America
10561,18/07/2022 08:01,18.8475,-155.2141667,13,Hawaii,North America
10562,18/07/2022 08:09,15.4311,-61.171,36,Dominica,Central America
10563,18/07/2022 08:15,17.8645,-66.871,6,Puerto Rico,Central America
10564,18/07/2022 08:44,19.17200089,-155.4759979,9,Hawaii,North America
10565,18/07/2022 09:13,17.94016667,-66.9375,6,Puerto Rico,Central America
10566,18/07/2022 09:20,12.8477,-88.0844,38,El Salvador,Central America
10567,18/07/2022 09:35,19.137,-155.4091667,17,Hawaii,North America
10568,18/07/2022 09:49,18.81666667,-155.2321667,11,Hawaii,North America
10569,18/07/2022 09:55,19.16383333,-155.4633333,7,Hawaii,North America
10570,18/07/2022 11:30,17.97483333,-66.96866667,7,Puerto Rico,Central America
10571,18/07/2022 11:34,63.2678,-151.105,9,Alaska,North America
10572,18/07/2022 11:34,36.6953,71.0468,38,Afghanistan,Middle East
10573,18/07/2022 12:04,19.24349976,-155.3898315,9,Hawaii,North America
10574,18/07/2022 12:22,33.1076,69.4731,58,Afghanistan,Middle East
10575,18/07/2022 12:54,18.86783333,-155.2008333,8,Hawaii,North America
10576,18/07/2022 13:11,-5.8836,102.853,40,Indonesia,Asia
10577,18/07/2022 13:22,15.8763,-96.5404,47,Mexico,North America
10578,18/07/2022 13:29,36.2045,-91.312,7,Arkansas,North America
10579,18/07/2022 13:59,58.4522,-144.2283,6,Alaska,North America
10580,18/07/2022 14:01,-19.4121,-177.3407,40,Tonga,Oceania
10581,18/07/2022 14:22,31.60480857,-103.9972922,7,Texas,North America
10582,18/07/2022 14:23,59.6355,-150.6417,32,Alaska,North America
10583,18/07/2022 14:25,59.9327,-152.2796,6,Alaska,North America
10584,18/07/2022 14:38,36.5911,70.9833,53,Afghanistan,Middle East
10585,18/07/2022 15:03,40.4922,-127.0395,13,California,North America
10586,18/07/2022 15:29,19.14349937,-155.4644928,7,Hawaii,North America
10587,18/07/2022 15:31,10.3333,126.1144,38,Philippines,Asia
10588,18/07/2022 16:02,18.85966667,-155.2275,11,Hawaii,North America
10589,18/07/2022 16:49,18.8775,-155.2078333,9,Hawaii,North America
10590,18/07/2022 17:07,35.5143318,-118.3861694,21,California,North America
10591,18/07/2022 17:28,17.93383333,-66.904,7,Puerto Rico,Central America
10592,18/07/2022 17:40,31.68857595,-104.4278711,8,New Mexico,North America
10593,18/07/2022 17:49,-6.0569,130.4339,40,Indonesia,Asia
10594,18/07/2022 17:59,31.55917074,-104.0363274,15,Texas,North America
10595,18/07/2022 18:04,10.304,126.1277,45,Philippines,Asia
10596,18/07/2022 18:17,19.14466667,-155.4631653,5,Hawaii,North America
10597,18/07/2022 18:40,78.5864,6.2048,84,Svalbard and Jan Mayen,Europe
10598,18/07/2022 18:46,63.5814,-149.0652,7,Alaska,North America
10599,18/07/2022 19:23,33.0329,69.4451,38,Afghanistan,Middle East
10600,18/07/2022 19:36,42.36866667,-122.8245,34,Oregon,North America
10601,18/07/2022 19:37,19.19916725,-155.3938293,5,Hawaii,North America
10602,18/07/2022 21:03,19.17550087,-155.4869995,10,Hawaii,North America
10603,18/07/2022 22:12,55.4825,166.387,40,Russia,Europe
10604,18/07/2022 22:30,-22.7044,-66.2813,40,Argentina,South America
10605,18/07/2022 23:52,-14.9098,167.0986,38,Vanuatu,Oceania
10606,19/07/2022 00:10,12.9509,-89.8028,40,El Salvador,Central America
10607,19/07/2022 00:17,38.7553333,-122.7228333,12,California,North America
10608,19/07/2022 00:21,19.48266667,-155.5843333,8,Hawaii,North America
10609,19/07/2022 00:41,60.6245,-151.2265,10,Alaska,North America
10610,19/07/2022 01:09,32.9587,69.5038,34,Pakistan,Middle East
10611,19/07/2022 01:11,19.53166667,-155.6531667,6,Hawaii,North America
10612,19/07/2022 01:15,33.2696667,-115.9808333,10,California,North America
10613,19/07/2022 01:49,-19.9362,169.752,38,Vanuatu,Oceania
10614,19/07/2022 01:50,51.8475,178.6274,32,Alaska,North America
10615,19/07/2022 02:34,51.6314,-173.36,32,Alaska,North America
10616,19/07/2022 02:35,-30.8405,-71.449,34,Chile,South America
10617,19/07/2022 02:42,31.68219965,-104.4191977,8,New Mexico,North America
10618,19/07/2022 03:08,19.1970005,-155.4728394,10,Hawaii,North America
10619,19/07/2022 03:26,18.7745,146.5269,50,Northern Mariana Islands,Oceania
10620,19/07/2022 03:31,51.6247,-173.1158,14,Alaska,North America
10621,19/07/2022 03:32,41.2689,-116.426,32,Nevada,North America
10622,19/07/2022 03:34,17.95133333,-66.66216667,7,Puerto Rico,Central America
10623,19/07/2022 03:54,17.96066667,-66.83833333,7,Puerto Rico,Central America
10624,19/07/2022 03:59,-12.0652,165.5654,36,Solomon Islands,Oceania
10625,19/07/2022 04:06,-20.7801,-69.1071,36,Chile,South America
10626,19/07/2022 04:39,19.17466736,-155.5090027,8,Hawaii,North America
10627,19/07/2022 05:30,18.61183357,-155.2031708,6,Hawaii,North America
10628,19/07/2022 05:31,17.9505,-66.94133333,7,Puerto Rico,Central America
10629,19/07/2022 05:46,18.83416667,-155.2315,11,Hawaii,North America
10630,19/07/2022 06:56,-12.9048,-76.1634,47,Peru,South America
10631,19/07/2022 06:59,33.9773333,-116.6916667,8,California,North America
10632,19/07/2022 08:01,63.7133,-145.7197,32,Alaska,North America
10633,19/07/2022 08:59,18.77466667,-67.25233333,14,Puerto Rico,Central America
10634,19/07/2022 10:07,17.96883333,-66.82616667,16,Puerto Rico,Central America
10635,19/07/2022 10:39,-23.9971,-66.7893,38,Argentina,South America
10636,19/07/2022 12:21,17.97133333,-66.90416667,7,Puerto Rico,Central America
10637,19/07/2022 12:22,31.71775463,-104.2792262,32,New Mexico,North America
10638,19/07/2022 13:00,56.2857,-155.7971,19,Alaska,North America
10639,19/07/2022 13:07,36.4839,60.5499,40,Iran,Middle East
10640,19/07/2022 13:10,2.1903,128.4708,40,Indonesia,Asia
10641,19/07/2022 13:23,19.3315,-155.134,11,Hawaii,North America
10642,19/07/2022 13:26,41.1133,51.7986,38,Azerbaijan,Middle East
10643,19/07/2022 13:34,51.7308,178.2194,32,Alaska,North America
10644,19/07/2022 13:37,-4.4254,134.6202,38,Indonesia,Asia
10645,19/07/2022 13:38,18.78816667,-155.1708333,6,Hawaii,North America
10646,19/07/2022 13:40,-4.4779,134.5625,53,Indonesia,Asia
10647,19/07/2022 13:57,19.17266655,-155.5019989,5,Hawaii,North America
10648,19/07/2022 14:55,39.429,-110.2863333,6,Utah,North America
10649,19/07/2022 15:20,-28.3873,-67.4884,50,Argentina,South America
10650,19/07/2022 15:35,57.7612,-154.0262,22,Alaska,North America
10651,19/07/2022 15:37,20.0336,121.3053,32,Philippines,Asia
10652,19/07/2022 15:44,18.04066667,-66.801,7,Puerto Rico,Central America
10653,19/07/2022 16:06,34.166,-80.7226667,7,South Carolina,North America
10654,19/07/2022 16:12,34.154,-80.7218333,6,South Carolina,North America
10655,19/07/2022 16:16,69.546,-146.2796,8,Alaska,North America
10656,19/07/2022 16:35,18.14816667,-66.8905,7,Puerto Rico,Central America
10657,19/07/2022 16:36,62.5674,-150.9764,32,Alaska,North America
10658,19/07/2022 16:39,37.9125,-118.4588333,6,California,North America
10659,19/07/2022 16:52,-19.482,-69.4822,42,Chile,South America
10660,19/07/2022 16:55,40.3601667,-125.0431667,9,California,North America
10661,19/07/2022 17:00,37.9133333,-118.4551667,16,California,North America
10662,19/07/2022 17:09,19.15733337,-155.5014954,8,Hawaii,North America
10663,19/07/2022 17:20,51.7983,178.2628,34,Alaska,North America
10664,19/07/2022 17:40,54.8442,-159.5641,32,Alaska,North America
10665,19/07/2022 17:48,18.89133333,-155.2185,13,Hawaii,North America
10666,19/07/2022 17:50,37.0013333,-119.8158333,37,California,North America
10667,19/07/2022 17:53,18.87333333,-155.2205,8,Hawaii,North America
10668,19/07/2022 17:54,18.883,-155.235,6,Hawaii,North America
10669,19/07/2022 18:26,19.38533333,-155.2483333,10,Hawaii,North America
10670,19/07/2022 19:13,19.4025,-155.2665,6,Hawaii,North America
10671,19/07/2022 21:13,60.9826,-147.0911,10,Alaska,North America
10672,19/07/2022 21:14,7.3028,127.0784,42,Philippines,Asia
10673,19/07/2022 21:22,61.696,-148.1236,6,Alaska,North America
10674,19/07/2022 21:38,23.5579,94.5485,38,Myanmar,Asia
10675,19/07/2022 21:54,18.69,146.4981,32,Northern Mariana Islands,Oceania
10676,19/07/2022 21:57,50.6461,-173.347,16,Alaska,North America
10677,19/07/2022 22:10,18.6457,146.7314,40,Northern Mariana Islands,Oceania
10678,19/07/2022 23:10,39.282,-118.6925,6,Nevada,North America
10679,19/07/2022 23:46,-4.1291,102.1539,64,Indonesia,Asia
10680,20/07/2022 00:36,74.926,135.6193,34,Russia,Europe
10681,20/07/2022 00:43,-4.1815,102.0734,40,Indonesia,Asia
10682,20/07/2022 00:48,11.3555,-86.7808,42,Nicaragua,Central America
10683,20/07/2022 00:59,45.8167,149.1837,42,Russia,Europe
10684,20/07/2022 01:21,35.6783333,-117.5033333,8,California,North America
10685,20/07/2022 02:11,51.7443,179.9384,40,Alaska,North America
10686,20/07/2022 02:23,17.9575,-66.97683333,6,Puerto Rico,Central America
10687,20/07/2022 02:30,19.16483307,-155.4965057,6,Hawaii,North America
10688,20/07/2022 02:33,44.3225,87.1566,45,China,Asia
10689,20/07/2022 02:41,51.7432,-179.9757,10,Alaska,North America
10690,20/07/2022 02:45,51.7463,180,9,Alaska,North America
10691,20/07/2022 02:55,51.7533,179.9826,10,Alaska,North America
10692,20/07/2022 02:56,51.72466667,179.9803333,5,Alaska,North America
10693,20/07/2022 02:58,38.8291667,-122.8108333,8,California,North America
10694,20/07/2022 02:58,41.1168333,-111.6216667,6,Utah,North America
10695,20/07/2022 03:27,31.6036696,-103.9943283,16,Texas,North America
10696,20/07/2022 03:36,31.60756244,-103.9983809,10,Texas,North America
10697,20/07/2022 03:37,19.1435,-65.0878,26,U.S. Virgin Islands,Central America
10698,20/07/2022 03:42,13.7858,-91.9486,45,Guatemala,Central America
10699,20/07/2022 03:56,17.95216667,-66.968,5,Puerto Rico,Central America
10700,20/07/2022 04:11,18.536,-66.28433333,15,Puerto Rico,Central America
10701,20/07/2022 04:12,48.536,-122.2515,10,Washington,North America
10702,20/07/2022 04:22,10.7625,-86.1851,53,Nicaragua,Central America
10703,20/07/2022 04:43,18.43566667,-66.3195,9,Puerto Rico,Central America
10704,20/07/2022 04:46,38.7287,-116.0783,32,Nevada,North America
10705,20/07/2022 04:49,18.8803,-67.6951,25,Puerto Rico,Central America
10706,20/07/2022 05:18,5.7958,126.8583,55,Philippines,Asia
10707,20/07/2022 05:29,19.4915,-155.6625,13,Hawaii,North America
10708,20/07/2022 05:29,46.9974,-66.5161,8,Canada,North America
10709,20/07/2022 05:31,-0.1828,122.8019,47,Indonesia,Asia
10710,20/07/2022 05:36,19.497,-155.6611667,8,Hawaii,North America
10711,20/07/2022 06:06,18.04483333,-66.84433333,7,Puerto Rico,Central America
10712,20/07/2022 06:58,51.724,179.9518333,5,Alaska,North America
10713,20/07/2022 07:41,51.7365,179.9763333,8,Alaska,North America
10714,20/07/2022 07:55,17.96566667,-66.981,10,Puerto Rico,Central America
10715,20/07/2022 08:25,51.74283333,179.9693333,7,Alaska,North America
10716,20/07/2022 08:27,19.49416667,-155.6588333,8,Hawaii,North America
10717,20/07/2022 08:43,51.72133333,179.957,6,Alaska,North America
10718,20/07/2022 08:53,37.3568,-115.0446,32,Nevada,North America
10719,20/07/2022 09:01,35.3253,25.3656,45,Greece,Europe
10720,20/07/2022 10:59,19.20133333,-155.4088333,15,Hawaii,North America
10721,20/07/2022 11:52,-20.2247,-177.7038,40,Tonga,Oceania
10722,20/07/2022 12:33,-5.8472,-75.1491,47,Peru,South America
10723,20/07/2022 12:51,31.14704434,-103.0011136,8,Texas,North America
10724,20/07/2022 13:52,36.69783333,-97.68216667,5,Oklahoma,North America
10725,20/07/2022 13:57,18.85933333,-155.2226667,8,Hawaii,North America
10726,20/07/2022 14:11,35.5137,-3.5544,34,Morocco,Africa
10727,20/07/2022 14:48,44.8936667,-111.461,6,Montana,North America
10728,20/07/2022 14:49,60.6996,-147.4125,9,Alaska,North America
10729,20/07/2022 14:50,51.7256,-179.9896,11,Alaska,North America
10730,20/07/2022 15:16,62.9647,-149.4595,14,Alaska,North America
10731,20/07/2022 15:22,57.7561,-152.9688,8,Alaska,North America
10732,20/07/2022 15:23,28.96636963,-97.97529871,7,Texas,North America
10733,20/07/2022 15:33,36.684,-120.9566667,8,California,North America
10734,20/07/2022 16:02,38.8418333,-122.4855,8,California,North America
10735,20/07/2022 16:03,18.00466667,-66.8265,11,Puerto Rico,Central America
10736,20/07/2022 16:09,44.281,-114.8418333,9,Idaho,North America
10737,20/07/2022 16:43,33.94516667,-97.00233333,99,Oklahoma,North America
10738,20/07/2022 16:50,19.20783424,-155.3946686,6,Hawaii,North America
10739,20/07/2022 17:31,19.19933319,-155.3964996,6,Hawaii,North America
10740,20/07/2022 17:35,-17.6519,-176.3987,45,Tonga,Oceania
10741,20/07/2022 18:11,36.2175,-118.3318333,8,California,North America
10742,20/07/2022 18:12,36.4568333,-121.0255,9,California,North America
10743,20/07/2022 18:50,31.74200847,-104.1140286,8,Texas,North America
10744,20/07/2022 18:59,17.88066667,-66.86483333,5,Puerto Rico,Central America
10745,20/07/2022 19:08,-21.446,169.4532,47,New Caledonia,Oceania
10746,20/07/2022 19:49,40.8374,31.2823,32,Turkey,Europe
10747,20/07/2022 19:55,19.40633333,-155.3266667,5,Hawaii,North America
10748,20/07/2022 20:11,36.1725,-89.6725,9,Missouri,North America
10749,20/07/2022 20:15,36.1883333,-118.0911667,9,California,North America
10750,20/07/2022 20:20,19.25516701,-155.3843384,6,Hawaii,North America
10751,20/07/2022 20:30,38.7189,-116.1204,9,Nevada,North America
10752,20/07/2022 20:31,19.2329998,-155.4069977,32,Hawaii,North America
10753,20/07/2022 20:31,26.9143,130.2072,42,Japan,Asia
10754,20/07/2022 20:40,47.384,-117.8661667,41,Washington,North America
10755,20/07/2022 21:05,-14.9897,-177.6164,47,Wallis and Futuna,Oceania
10756,20/07/2022 21:10,-15.0138,-177.4117,40,Wallis and Futuna,Oceania
10757,20/07/2022 21:32,19.17449951,-155.4706726,6,Hawaii,North America
10758,20/07/2022 21:38,-2.136,120.6137,40,Indonesia,Asia
10759,20/07/2022 21:55,38.6967,-116.1009,32,Nevada,North America
10760,20/07/2022 22:29,35.08483333,-95.51816667,7,Oklahoma,North America
10761,20/07/2022 22:33,17.79366667,-66.1855,21,Puerto Rico,Central America
